title,director,country,spine,url,img,year,aspect_ratio,color,description,dir_link,duration,lang,country_code,continent,ar
And Everything Is Going Fine,Steven Soderbergh,United States,617,https://www.criterion.com/films/27874-and-everything-is-going-fine,https://s3.amazonaws.com/criterion-production/films/283b78c881c289756e21a5dd88c921b2/RyFBAndA3bKfYsY4sf6NO02158MiaR_thumbnail.jpg,1956,1.33:1,Color,"After the death in 2004 of American theater actor and monologist Spalding Gray, director Steven Soderbergh pieced together a narrative of Gray’s life to create the documentary And Everything Is Going Fine. Brilliantly and sensitively assembled entirely from footage of Gray, taken from interviews and one-man shows from throughout his career, it is a rich, full portrait—an autobiography of sorts—of a figure who was never less than candid but retained an air of mystery.",/shop/browse?director=soderbergh-steven,89,English,US,North America,1.33
And God Created Woman,Roger Vadim,France,77,https://www.criterion.com/films/616-and-god-created-woman,https://s3.amazonaws.com/criterion-production/films/bca07f5e4a908871739d665ddb2b60a2/W7dw9STqtbOBxehSpyuxW1NeEwspGi_thumbnail.jpg,1992,2.35:1,Color,"The astounding success of Roger Vadim’s And God Created Woman revolutionized the foreign film market and turned Brigitte Bardot into an international star. Bardot stars as Juliette, an 18-year-old orphan whose unbridled appetite for pleasure shakes up all of St. Tropez; her sweet but naïve husband Michel (Jean-Louis Trintignant) endures beatings, insults, and mambo in his attempts to tame her wild ways.",/shop/browse?director=vadim-roger,92,French,FR,Europe,2.35
And Life Goes On,Abbas Kiarostami,Iran,991,https://www.criterion.com/films/28639-and-life-goes-on,https://s3.amazonaws.com/criterion-production/films/b3a96bc84d9f889e0c8efd9ecd9dadae/8DA1TFta3dWtinQi5aa4WYwLJqEQj0_thumbnail.jpg,,1.66:1,Color,"In the aftermath of the 1990 earthquake in Iran that left fifty thousand dead, Abbas Kiarostami returned to Koker, where his camera surveys not only devastation but also the teeming life in its wake. Blending fiction and reality into a playful, poignant road movie, And Life Goes On follows a film director who, along with his son, makes the trek to the region in hopes of finding out if the young boys who acted in Where Is the Friend’s House? are among the survivors, and discovers a resilient community pressing on in the face of tragedy. Finding beauty in the bleakest of circumstances, Kiarostami crafts a quietly majestic ode to the best of the human spirit.",/shop/browse?director=kiarostami-abbas,95,Persian,IR,Asia,1.66
Andrei Rublev,Andrei Tarkovsky,Russia,34,https://www.criterion.com/films/300-andrei-rublev,https://s3.amazonaws.com/criterion-production/films/cef59cc409f2026448ee1292336bb5c2/USAkq7ABJffPQM1hvXfwfvMQntufhR_thumbnail.jpg,1952,2.35:1,Black & White,"Tracing the life of a renowned icon painter, the second feature by Andrei Tarkovsky vividly conjures the murky world of medieval Russia. This dreamlike and remarkably tactile film follows Andrei Rublev as he passes through a series of poetically linked scenes—snow falls inside an unfinished church, naked pagans stream through a thicket during a torchlit ritual, a boy oversees the clearing away of muddy earth for the forging of a gigantic bell—gradually emerging as a man struggling mightily to preserve his creative and religious integrity. Appearing here in the director’s preferred 183-minute cut as well as the version that was originally suppressed by Soviet authorities, the masterwork Andrei Rublev is one of Tarkovsky’s most revered films, an arresting meditation on art, faith, and endurance.",/shop/browse?director=tarkovsky-andrei,183,Russian,RU,Europe,2.35
Androcles and the Lion,Chester Erskine,United Kingdom,,https://www.criterion.com/films/6225-androcles-and-the-lion,https://s3.amazonaws.com/criterion-production/films/e5143fe569bd9242bdb2b475ef51f4f2/GGcYlq4h2GFwNG3QECGUmg0DgszIm9_thumbnail.jpg,,1.33:1,Black & White,"George Bernard Shaw’s breezy, delightful dramatization of this classic fable—about a Christian slave who pulls a thorn from a lion's paw and is spared from death in the Colosseum as a result of his kind act—was written as a meditation on modern Christian values. And Pascal’s final Shaw production plays it broadly, casting comic character actor Alan Young as the titular naïf. He’s ably supported by Jean Simmons, Victor Mature, Robert Newton, and Elsa Lanchester.",/shop/browse?director=erskine-chester,98,English,GB,Europe,1.33
. . . And the Pursuit of Happiness,Louis Malle,France,,https://www.criterion.com/films/676--and-the-pursuit-of-happiness,https://s3.amazonaws.com/criterion-production/films/da73b74372f154774aea78cafa6ea7f0/dlUrVNiTxRucktTqhZcCqtPJDakTS6_thumbnail.jpg,1984,1.33:1,Color,"In 1986, Louis Malle, himself a transplant to the United States, set out to investigate the ever-widening range of immigrant experience in America. Interviewing a variety of newcomers (from teachers to astronauts to doctors) in middle- and working-class communities from coast to coast, Malle paints a generous, humane portrait of their individual struggles in an increasingly polyglot nation.",/shop/browse?director=malle-louis,81,"French,                                          English",FR,Europe,1.33
And the Ship Sails On,Federico Fellini,Italy,50,https://www.criterion.com/films/587-and-the-ship-sails-on,https://s3.amazonaws.com/criterion-production/films/ff71d5f508ab643354b80f6ab05938ac/HKDRAHCIBIIGRyKicVhjLZQDaZZuO6_thumbnail.jpg,1990,1.85:1,Color,"In Fellini’s quirky, imaginative fable, a motley crew of European aristocrats (and a lovesick rhinoceros!) board a luxurious ocean liner on the eve of World War I to scatter the ashes of a beloved diva. Fabricated entirely in Rome’s famed Cinecittà studios, And the Ship Sails On (E la nave va) reaches spectacular new visual heights with its stylized re-creation of a decadent bygone era.",/shop/browse?director=fellini-federico,127,Italian,IT,Europe,1.85
An Angel at My Table,Jane Campion,New Zealand,301,https://www.criterion.com/films/742-an-angel-at-my-table,https://s3.amazonaws.com/criterion-production/films/6785927db8aa1f07dd1962db2eb90fbe/4kQ3PHhymsEpnTpTNBvZV8NdK2i3C7_thumbnail.jpg,2009,1.78:1,Color,"With An Angel at My Table, Academy Award–winning filmmaker Jane Campion brought to the screen the harrowing autobiography of Janet Frame, New Zealand’s most distinguished author. Three actors in turn take on the lead role (including Kerry Fox in a marvelous performance as the adult Frame), as the film describes a journey from an impoverished childhood marked by tragedy to a misdiagnosis of schizophrenia resulting in electroshock therapy and a narrowly escaped lobotomy to, finally, international literary fame. Unobtrusively capturing the beauty and power of the New Zealand landscape while maintaining the film’s focus on the figure at its center, Campion broke new ground for female filmmakers everywhere and earned a sweep of her country’s film awards, along with the Special Jury Prize at the Venice Film Festival.",/shop/browse?director=campion-jane,158,English,NZ,Oceania,1.78
Antichrist,Lars von Trier,Denmark,542,https://www.criterion.com/films/27524-antichrist,https://s3.amazonaws.com/criterion-production/films/53b12b4865b46a7cc4964aa6a109dbed/rRvNvlw8t9cJqmYwraVhUKILW0nMOl_thumbnail.jpg,1984,2.35:1,Color,"Lars von Trier shook up the film world when he premiered Antichrist at the 2009 Cannes Film Festival. In this graphic psychodrama, a grief-stricken man and woman—a searing Willem Dafoe and Cannes best actress winner Charlotte Gainsbourg—retreat to their cabin deep in the woods after the accidental death of their infant son, only to find terror and violence at the hands of nature and, ultimately, each other. But this most confrontational work yet from one of contemporary cinema’s most controversial artists is no mere provocation. It is a visually sublime, emotionally ravaging journey to the darkest corners of the possessed human mind; a disturbing battle of the sexes that pits rational psychology against age-old superstition; and a profoundly effective horror film.",/shop/browse?director=von-trier-lars,108,English,DK,Europe,2.35
Antonio Gaudí,Hiroshi Teshigahara,Japan,425,https://www.criterion.com/films/536-antonio-gaud,https://s3.amazonaws.com/criterion-production/films/fb23d4fcfe023bf628aa4d48ae0d174b/B5DNRBe9AxKiudgQ1kG3qImTRg7bEb_thumbnail.jpg,1956,1.33:1,Color,"Catalan architect Antonio Gaudí (1852–1926) designed some of the world’s most astonishing buildings, interiors, and parks; Japanese director Hiroshi Teshigahara constructed some of the most aesthetically audacious films ever made. Here their artistry melds in a unique, enthralling cinematic experience. Less a documentary than a visual poem, Teshigahara’s Antonio Gaudí takes viewers on a tour of Gaudí’s truly spectacular architecture, including his massive, still-unfinished masterpiece, the Sagrada Familia cathedral in Barcelona. With camera work as bold and sensual as the curves of his subject's organic structures, Teshigahara immortalizes Gaudí on film.",/shop/browse?director=teshigahara-hiroshi,72,Japanese,JP,Asia,1.33
Aparajito,Satyajit Ray,India,784,https://www.criterion.com/films/28443-aparajito,https://s3.amazonaws.com/criterion-production/films/26af2324e588cba90abc88b79473c2d3/fElHfeXimKlIlqLvMMecSnfHwamhs9_thumbnail.jpg,1933,1.37:1,Black & White,"Satyajit Ray had not planned to make a sequel to Pather Panchali, but after the film’s international success, he decided to continue Apu’s narrative. Aparajito picks up where the first film leaves off, with Apu and his family having moved away from the country to live in the bustling holy city of Varanasi (then known as Benares). As Apu progresses from wide-eyed child to intellectually curious teenager, eventually studying in Kolkata, we witness his academic and moral education, as well as the growing complexity of his relationship with his mother. This tenderly expressive, often heart-wrenching film, which won three top prizes at the Venice Film Festival, including the Golden Lion, not only extends but also spiritually deepens the tale of Apu.",/shop/browse?director=ray-satyajit,110,Bengali,IN,Asia,1.37
Apart from You,Mikio Naruse,Japan,,https://www.criterion.com/films/27546-apart-from-you,https://s3.amazonaws.com/criterion-production/films/a37d26c23f96e4eba9a889935077c26a/4ZhkmFAB7NPyNZUWNt3cnAzfbyKHos_thumbnail.jpg,1959,1.33:1,Black & White,"For Apart from You, Mikio Naruse turned his camera on the lives of working women, which he would continue to do throughout his long career. In this gently devastating drama, a critical breakthrough for the director, he contrasts the life of an aging geisha, whose angry teenage son is ashamed of her profession, with that of her youthful counterpart, a lovely young girl resentful of her family for forcing her into a life of ignominy.",/shop/browse?director=naruse-mikio,60,Japanese,JP,Asia,1.33
Apur Sansar,Satyajit Ray,India,785,https://www.criterion.com/films/27905-apur-sansar,https://s3.amazonaws.com/criterion-production/films/bb4526672a1c4dd6cebe627f47a8d5bb/XvLAwpDGFm16yk6hF5bka8N42nv95D_thumbnail.jpg,,1.37:1,Black & White,"By the time Apur Sansar was released, Satyajit Ray had directed not only the first two Apu films but also the masterpiece The Music Room, and was well on his way to becoming a legend. This extraordinary final chapter brings our protagonist’s journey full circle. Apu is now in his early twenties, out of college, and hoping to live as a writer. Alongside his professional ambitions, the film charts his romantic awakening, which occurs as the result of a most unlikely turn of events, and his eventual, fraught fatherhood. Featuring soon to be Ray regulars Soumitra Chatterjee and Sharmila Tagore in star-making performances, and demonstrating Ray’s ever more impressive skills as a crafter of pure cinematic imagery, Apur Sansar is a moving conclusion to this monumental trilogy.",/shop/browse?director=ray-satyajit,106,Bengali,IN,Asia,1.37
Arabian Nights,Pier Paolo Pasolini,Italy,634,https://www.criterion.com/films/28374-arabian-nights,https://s3.amazonaws.com/criterion-production/films/22e6497dc50a3771d97e6cee35b58ad1/cXPrZSzVV5Zs7cKMSLjmXBckfyGiN9_thumbnail.jpg,1983,1.85:1,Color,"Pier Paolo Pasolini traveled to Africa, Nepal, and the Middle East to realize this ambitious cinematic treatment of a selection of stories from the legendary The Thousand and One Nights. This is not the fairy-tale world of Scheherazade or Aladdin, though. Instead, the director focuses on the book’s more erotic tales, framed by the story of a young man’s quest to reconnect with his beloved slave girl. Full of lustrous sets and costumes and stunning location photography, Arabian Nights is a fierce and joyous exploration of human sexuality.",/shop/browse?director=paolo-pasolini-pier,130,Italian,IT,Europe,1.85
