                                                                                                                                                                                                                                                          ,,,,,,,
"Source: USCIS, data as of Nov. 30, 2018. Notes: All data is based on petitions approved during the fiscal year for both initial employment and continuing employment. Petitions approved in a fiscal year may be filed in previous fiscal years. Per USCIS best practices, units of less than 10 beneficiaries are masked to limit the possibility of the de-anonymization of data. ""D"" represents data withheld to protect privacy. The letter ""H"" replaces the value from which one could deduce the value of ""D"". While some company names may appear multiple times, USCIS does not combine companies even where the names are the same because in all cases the employer tax identification numbers are different. Missing Education means the USCIS electronic data storage system does not capture the education field. Median salary is based on data reported by the petitioner in the petition and may include part-time employment or may be reported inaccurately. Because USCIS data systems do not include hours worked, we are unable to identify salaries earned from part-time employment. Instead of the required degree, a beneficiary may qualify based on a combination of education, training, and/or progressively responsible experience in the specialty that is equivalent to the completion of such a degree, and recognition of expertise in the specialty through progressively responsible positions directly related to the specialty. We excluded employers without tax identification numbers in our system. The H-1B petition may be used to sponsor an alien currently in a different nonimmigrant classification, or with no classification if outside the U.S., for an initial period of H-1B employment (see “initial employment” column below), or to extend or change the authorized stay of an alien currently in H-1B status (see “continuing employment” column below). An employer may file an H-1B petition to sponsor an alien who currently has H-1B nonimmigrant status working for another employer or to amend a previously approved petition; these petitions are counted in the “continuing employment” column below. Initial employment includes both cap-subject and cap-exempt petitions.",,,,,,,
Employer Tax ID     (Last 4 Digits),Employer Name, Number of Beneficiaries ,,, Median Salary , Beneficiary Degree/Dipolma ,
9852,ZS ASSOCIATES INC,22,185,207,"106,300", Bachelor's ,170
 , ,   ,   ,   ,   , Master's ,37
2685,UNIVERSITY OF PENNSYLVANIA,102,105,207,"57,970", Doctorate ,121
 , ,   ,   ,   ,   , Master's ,44
 , ,   ,   ,   ,   , Professional Degree , H 
 , ,   ,   ,   ,   , Bachelor's , D 
9830,LYFT INC,22,185,207,"175,000", Master's ,151
 , ,   ,   ,   ,   , Bachelor's ,45
 , ,   ,   ,   ,   , Doctorate ,11
1916,CITIUSTECH INC,58,149,207,"84,900", Bachelor's ,158
 , ,   ,   ,   ,   , Master's ,49
2066,SAMSUNG AUSTIN SEMICONDUCTOR L L C,32,174,206,"125,500", Master's ,168
 , ,   ,   ,   ,   , Bachelor's , H 
 , ,   ,   ,   ,   , Doctorate , D 
7214,ADP TECHNOLOGY SERVICES INC,57,149,206,"120,000", Master's ,122
 , ,   ,   ,   ,   , Bachelor's , H 
 , ,   ,   ,   ,   , Doctorate , D 
1428,AIRBNB INC,45,161,206,"165,000", Master's ,153
 , ,   ,   ,   ,   , Bachelor's ,40
 , ,   ,   ,   ,   , Doctorate , H 
 , ,   ,   ,   ,   , Professional Degree , D 
5526,APPLIED MATERIALS INC,81,124,205,"115,000", Master's ,108
 , ,   ,   ,   ,   , Doctorate ,51
 , ,   ,   ,   ,   , Bachelor's , H 
 , ,   ,   ,   ,   , Missing Education , D 
1560,AVCO CONSULTING INC,30,174,204,"84,427", Master's ,175
 , ,   ,   ,   ,   , Bachelor's ,29
7125,WESTERN DIGITAL TECHNOLOGIES INC,49,154,203,"123,018", Master's ,158
 , ,   ,   ,   ,   , Bachelor's ,28
 , ,   ,   ,   ,   , Doctorate , H 
 , ,   ,   ,   ,   , Professional Degree , D 
2170,CAPITAL ONE SERVICES II LLC,17,183,200,"111,794", Bachelor's ,108
 , ,   ,   ,   ,   , Master's , H 
 , ,   ,   ,   ,   , Doctorate , D 
6614,FIRST TEK INC, D ,191, H ,"80,371", Master's ,133
 , ,   ,   ,   ,   , Bachelor's ,67
4085,MERRILL LYNCH,19,179,198,"125,000", Master's ,126
 , ,   ,   ,   ,   , Bachelor's , H 
 , ,   ,   ,   ,   , Doctorate , D 
5219,VERIZON DATA SERVICES LLC,16,182,198,"113,126", Bachelor's ,104
 , ,   ,   ,   ,   , Master's , H 
 , ,   ,   ,   ,   , Doctorate , D 
2033,UNIVERSITY OF MARYLAND,110,87,197,"66,400", Doctorate ,153
 , ,   ,   ,   ,   , Master's ,28
 , ,   ,   ,   ,   , Professional Degree ,12
 , ,   ,   ,   ,   , Bachelor's , D 
 , ,   ,   ,   ,   , Missing Education , D 
195,PALO ALTO NETWORKS INC,29,167,196,"140,798", Master's ,142
 , ,   ,   ,   ,   , Bachelor's , H 
 , ,   ,   ,   ,   , Doctorate , D 
2131,GLOBALFOUNDRIES U S INC,105,90,195,"95,000", Master's ,121
 , ,   ,   ,   ,   , Doctorate ,55
 , ,   ,   ,   ,   , Bachelor's ,19
4273,DB USA CORE CORPORATION,10,185,195,"120,000", Bachelor's ,102
 , ,   ,   ,   ,   , Master's , H 
 , ,   ,   ,   ,   , Doctorate , D 
6973,YALE UNIVERSITY,118,77,195,"55,200", Doctorate ,166
 , ,   ,   ,   ,   , Professional Degree ,15
 , ,   ,   ,   ,   , Master's ,14
3452,3I INFOTECH INC,42,152,194,"79,250", Master's ,111
 , ,   ,   ,   ,   , Bachelor's ,83
2655,AT&T SERVICES INC,14,179,193,"125,022", Master's ,117
 , ,   ,   ,   ,   , Bachelor's , H 
 , ,   ,   ,   ,   , Doctorate , D 
7231,UBS BUSINESS SOLUTIONS US LLC,23,169,192,"122,000", Bachelor's ,111
 , ,   ,   ,   ,   , Master's ,77
 , ,   ,   ,   ,   , Professional Degree , D 
 , ,   ,   ,   ,   , Doctorate , D 
9,EMC CORPORATION,34,158,192,"108,067", Master's ,128
 , ,   ,   ,   ,   , Bachelor's , H 
 , ,   ,   ,   ,   , Doctorate , D 
7496,CYIENT INC,70,120,190,"68,000", Bachelor's ,145
 , ,   ,   ,   ,   , Master's , H 
 , ,   ,   ,   ,   , Some College , D 
2643,V SOFT CONSULTING GROUP INC, D ,180, H ,"80,000", Master's ,108
 , ,   ,   ,   ,   , Bachelor's ,81
6803,DELL PRODUCTS L P,49,140,189,"107,883", Master's ,118
 , ,   ,   ,   ,   , Bachelor's , H 
 , ,   ,   ,   ,   , Doctorate , D 
1761,NATSOFT CORPORATION,74,115,189,"83,000", Master's ,117
 , ,   ,   ,   ,   , Bachelor's , H 
 , ,   ,   ,   ,   , High School , D 
1694,VISA U S A INC,52,136,188,"122,200", Master's ,126
 , ,   ,   ,   ,   , Bachelor's , H 
 , ,   ,   ,   ,   , Doctorate , D 
4179,VALUEMOMENTUM INC,27,161,188,"95,000", Bachelor's ,139
 , ,   ,   ,   ,   , Master's ,49
6493,UNIV OF CALIFORNIA SAN FRANCISCO,107,80,187,"63,000", Doctorate ,122
 , ,   ,   ,   ,   , Professional Degree ,35
 , ,   ,   ,   ,   , Master's ,19
 , ,   ,   ,   ,   , Bachelor's ,11
6802,DELL USA LP,29,158,187,"110,725", Master's ,116
 , ,   ,   ,   ,   , Bachelor's , H 
 , ,   ,   ,   ,   , Doctorate , D 
3134,SYSTEM SOFT TECHNOLOGIES LLC, D ,174, H ,"95,000", Master's ,103
 , ,   ,   ,   ,   , Bachelor's , H 
 , ,   ,   ,   ,   , Professional Degree , D 
623,VEDICSOFT SOLUTIONS LLC,19,163,182,"88,691", Master's ,113
 , ,   ,   ,   ,   , Bachelor's ,69
1169,TECHNOSOFT CORPORATION,21,161,182,"85,000", Bachelor's ,112
 , ,   ,   ,   ,   , Master's ,70
4909,IRIS SOFTWARE INC,29,153,182,"110,120", Bachelor's ,96
 , ,   ,   ,   ,   , Master's ,86
3498,ADS ALLIANCE DATA SYSTEMS INC,29,153,182,"105,390", Master's ,99
 , ,   ,   ,   ,   , Bachelor's ,73
 , ,   ,   ,   ,   , Doctorate ,10
9960,ERICSSON INC,43,139,182,"105,049", Master's ,125
 , ,   ,   ,   ,   , Bachelor's , H 
 , ,   ,   ,   ,   , Doctorate , D 
2542,SAP LABS LLC,92,89,181,"116,774", Master's ,112
 , ,   ,   ,   ,   , Bachelor's , H 
 , ,   ,   ,   ,   , Doctorate , D 
2319,AKAMAI TECHNOLOGIES INC,30,151,181,"123,802", Master's ,136
 , ,   ,   ,   ,   , Bachelor's , H 
 , ,   ,   ,   ,   , Doctorate , D 
5628,NAGARRO INC,77,103,180,"80,000", Bachelor's ,118
 , ,   ,   ,   ,   , Master's ,62
8920,INTEL MOBILE COMMUNICATIONS,36,144,180,"121,316", Master's ,128
 , ,   ,   ,   ,   , Bachelor's ,39
 , ,   ,   ,   ,   , Doctorate ,13
5579,COLLABORATE SOLUTIONS INC,23,157,180,"84,427", Master's ,164
 , ,   ,   ,   ,   , Bachelor's ,16
6492,UNIV OF WISCONSIN MADISON,122,57,179,"67,500", Doctorate ,148
 , ,   ,   ,   ,   , Master's ,15
 , ,   ,   ,   ,   , Professional Degree , H 
 , ,   ,   ,   ,   , Bachelor's , D 
7393,WELLS FARGO BANK N A,33,145,178,"130,000", Master's ,83
 , ,   ,   ,   ,   , Bachelor's ,60
 , ,   ,   ,   ,   , Doctorate , H 
 , ,   ,   ,   ,   , Professional Degree , D 
6960,PHOTON INFOTECH INC,23,155,178,"90,000", Bachelor's ,119
 , ,   ,   ,   ,   , Master's ,59
9340,GENERAL ELECTRIC COMPANY,23,153,176,"119,550", Master's ,82
 , ,   ,   ,   ,   , Bachelor's ,71
 , ,   ,   ,   ,   , Doctorate ,23
6490,HITACHI CONSULTING CORPORATION,33,142,175,"96,600", Bachelor's ,118
 , ,   ,   ,   ,   , Master's ,57
4236,MEMORIAL SLOAN KETTERING CANCER CE,71,104,175,"73,673", Doctorate ,68
 , ,   ,   ,   ,   , Master's ,57
 , ,   ,   ,   ,   , Professional Degree ,36
 , ,   ,   ,   ,   , Bachelor's ,14
6476,EXLSERVICE.COM LLC,58,116,174,"95,000", Master's ,100
 , ,   ,   ,   ,   , Bachelor's , H 
 , ,   ,   ,   ,   , Doctorate , D 
9853,AUTODESK INC,34,139,173,"125,000", Master's ,106
 , ,   ,   ,   ,   , Bachelor's , H 
 , ,   ,   ,   ,   , Doctorate , D 
5,SPRINT CORPORATION,37,136,173,"93,500", Master's ,129
 , ,   ,   ,   ,   , Bachelor's , H 
 , ,   ,   ,   ,   , Doctorate , D 
4228,MUFG UNION BANK NA,23,148,171,"125,000", Master's ,95
 , ,   ,   ,   ,   , Bachelor's ,69
 , ,   ,   ,   ,   , Doctorate , D 
 , ,   ,   ,   ,   , Professional Degree , D 
4585,CLEVELAND CLINIC FOUNDATION,86,85,171,"61,673", Professional Degree ,119
 , ,   ,   ,   ,   , Doctorate ,31
 , ,   ,   ,   ,   , Master's , H 
 , ,   ,   ,   ,   , Bachelor's , D 
9719,EXPERIS US INC,35,134,169,"93,600", Bachelor's ,97
 , ,   ,   ,   ,   , Master's , H 
 , ,   ,   ,   ,   , Professional Degree , D 
8884,ERP ANALYSTS INC, D ,163, H ,"96,000", Master's ,86
 , ,   ,   ,   ,   , Bachelor's ,83
8191,CITIGROUP GLOBAL MARKETS INC,82,87,169,"134,000", Master's ,108
 , ,   ,   ,   ,   , Bachelor's ,46
 , ,   ,   ,   ,   , Doctorate , H 
 , ,   ,   ,   ,   , Professional Degree , D 
7520,NETAPP INC,21,147,168,"125,700", Master's ,121
 , ,   ,   ,   ,   , Bachelor's , H 
 , ,   ,   ,   ,   , Doctorate , D 
2052,UNIVERSITY OF FLORIDA,90,78,168,"80,000", Doctorate ,95
 , ,   ,   ,   ,   , Professional Degree ,57
 , ,   ,   ,   ,   , Master's , H 
 , ,   ,   ,   ,   , Bachelor's , D 
7513,UNIVERSITY OF MINNESOTA,115,53,168,"57,578", Doctorate ,123
 , ,   ,   ,   ,   , Master's ,20
 , ,   ,   ,   ,   , Professional Degree , H 
 , ,   ,   ,   ,   , Bachelor's , D 
1368,U S BANK NATIONAL ASSOCIATION,16,152,168,"109,024", Master's ,90
 , ,   ,   ,   ,   , Bachelor's , H 
 , ,   ,   ,   ,   , Doctorate , D 
3695,FISERV SOLUTIONS LLC, D ,162, H ,"105,810", Bachelor's ,99
 , ,   ,   ,   ,   , Master's , H 
 , ,   ,   ,   ,   , Doctorate , D 
9190,FORD MOTOR COMPANY,39,128,167,"100,000", Master's ,114
 , ,   ,   ,   ,   , Bachelor's ,29
 , ,   ,   ,   ,   , Doctorate ,24
3776,DISCOVER PRODUCTS INC,38,129,167,"95,000", Master's ,141
 , ,   ,   ,   ,   , Bachelor's ,13
 , ,   ,   ,   ,   , Doctorate ,13
503,HOME DEPOT PRODUCT AUTHORITY LLC,24,143,167,"115,000", Master's ,91
 , ,   ,   ,   ,   , Bachelor's , H 
 , ,   ,   ,   ,   , Doctorate , D 
6127,STAPLES INC,48,119,167,"105,001", Master's ,110
 , ,   ,   ,   ,   , Bachelor's ,57
9591,ORION SYSTEMS INTEGRATORS LLC, D ,156, H ,"100,900", Master's ,86
 , ,   ,   ,   ,   , Bachelor's ,79
1110,EQUIFAX INC,26,138,164,"106,545", Master's ,96
 , ,   ,   ,   ,   , Bachelor's , H 
 , ,   ,   ,   ,   , Doctorate , D 
3754,ITECH US INC, D ,159, H ,"100,000", Master's ,102
 , ,   ,   ,   ,   , Bachelor's ,62
3424,MANHATTAN ASSOCIATES INC,16,147,163,"103,558", Bachelor's ,114
 , ,   ,   ,   ,   , Master's ,49
7139,THE UNIVERSITY OF CHICAGO,107,56,163,"60,000", Doctorate ,101
 , ,   ,   ,   ,   , Master's ,41
 , ,   ,   ,   ,   , Bachelor's ,11
 , ,   ,   ,   ,   , Professional Degree ,10
1673,INDIANA UNIVERSITY,96,67,163,"61,963", Doctorate ,110
 , ,   ,   ,   ,   , Master's ,37
 , ,   ,   ,   ,   , Professional Degree , H 
 , ,   ,   ,   ,   , Bachelor's , D 
6847,MIRACLE SOFTWARE SYSTEMS INC,17,145,162,"95,000", Bachelor's ,84
 , ,   ,   ,   ,   , Master's ,78
3207,AETNA RESOURCES LLC,47,115,162,"107,771", Master's ,100
 , ,   ,   ,   ,   , Bachelor's , H 
 , ,   ,   ,   ,   , Doctorate , D 
8462,RELIABLE SOFTWARE RESOURCES INC,27,134,161,"80,000", Master's ,120
 , ,   ,   ,   ,   , Bachelor's ,41
422,WORKDAY INC, D ,156, H ,"139,000", Master's ,102
 , ,   ,   ,   ,   , Bachelor's , H 
 , ,   ,   ,   ,   , Doctorate , D 
9767,NUTANIX INC,24,136,160,"155,000", Master's ,124
 , ,   ,   ,   ,   , Bachelor's , H 
 , ,   ,   ,   ,   , Doctorate , D 
1197,ICAHN SCHOOL OF MEDICINE AT MOUNT,86,74,160,"70,000", Doctorate ,72
 , ,   ,   ,   ,   , Professional Degree ,62
 , ,   ,   ,   ,   , Master's , H 
 , ,   ,   ,   ,   , Bachelor's , D 
7731,AIG EMPLOYEE SERVICES INC,36,119,155,"110,000", Master's ,85
 , ,   ,   ,   ,   , Bachelor's ,68
 , ,   ,   ,   ,   , Doctorate , D 
 , ,   ,   ,   ,   , Professional Degree , D 
9970,TEXAS INSTRUMENTS INCORPORATED,40,115,155,"111,900", Master's ,119
 , ,   ,   ,   ,   , Bachelor's ,21
 , ,   ,   ,   ,   , Doctorate ,15
7939,SLK AMERICA INC,33,121,154,"72,513", Bachelor's ,107
 , ,   ,   ,   ,   , Master's ,47
2394,UNIVERSITY OF SOUTHERN CALIFORNIA,82,72,154,"80,000", Doctorate ,89
 , ,   ,   ,   ,   , Master's ,43
 , ,   ,   ,   ,   , Professional Degree ,12
 , ,   ,   ,   ,   , Bachelor's ,10
3746,ZENSAR TECHNOLOGIES INC, D ,146, H ,"94,700", Bachelor's ,80
 , ,   ,   ,   ,   , Master's , H 
 , ,   ,   ,   ,   , Doctorate , D 
4813,THE UNIVERSITY OF IOWA,85,68,153,"64,000", Professional Degree ,70
 , ,   ,   ,   ,   , Doctorate ,56
 , ,   ,   ,   ,   , Master's ,23
 , ,   ,   ,   ,   , Missing Education , D 
 , ,   ,   ,   ,   , Bachelor's , D 
4773,BIRLASOFT INC,43,110,153,"86,653", Master's ,81
 , ,   ,   ,   ,   , Bachelor's ,72
1392,ECLINICALWORKS LLC,30,123,153,"89,000", Master's ,114
 , ,   ,   ,   ,   , Bachelor's , H 
 , ,   ,   ,   ,   , Doctorate , D 
3796,ASTIR IT SOLUTIONS INC,28,124,152,"93,000", Master's ,98
 , ,   ,   ,   ,   , Bachelor's ,54
776,AMGEN INC,32,119,151,"111,870", Master's ,100
 , ,   ,   ,   ,   , Doctorate ,26
 , ,   ,   ,   ,   , Bachelor's ,25
9518,DB GLOBAL TECHNOLOGY INC,17,134,151,"110,000", Bachelor's ,95
 , ,   ,   ,   ,   , Master's ,56
5091,HUGHES NETWORK SYSTEMS LLC,90,61,151,"80,000", Master's ,131
 , ,   ,   ,   ,   , Bachelor's , H 
 , ,   ,   ,   ,   , Doctorate , D 
2614,THE BOSTON CONSULTING GROUP INC,65,86,151,"147,000", Master's ,99
 , ,   ,   ,   ,   , Bachelor's ,38
 , ,   ,   ,   ,   , Doctorate , H 
 , ,   ,   ,   ,   , Professional Degree , D 
2041,PURDUE UNIVERSITY,68,82,150,"77,525", Doctorate ,139
 , ,   ,   ,   ,   , Master's , H 
 , ,   ,   ,   ,   , Bachelor's , D 
6887,SLALOM LLC,18,131,149,"125,000", Master's ,82
 , ,   ,   ,   ,   , Bachelor's , H 
 , ,   ,   ,   ,   , Doctorate , D 
5591,UNIVERSITY OF PITTSBURGH,87,62,149,"50,107", Doctorate ,101
 , ,   ,   ,   ,   , Professional Degree ,24
 , ,   ,   ,   ,   , Master's , H 
 , ,   ,   ,   ,   , Bachelor's , D 
3580,HARVARD UNIVERSITY,98,51,149,"58,560", Doctorate ,132
 , ,   ,   ,   ,   , Master's ,12
 , ,   ,   ,   ,   , Professional Degree , D 
 , ,   ,   ,   ,   , Bachelor's , D 
6256,EMORY UNIVERSITY,59,89,148,"64,581", Doctorate ,84
 , ,   ,   ,   ,   , Professional Degree ,45
 , ,   ,   ,   ,   , Master's , H 
 , ,   ,   ,   ,   , Bachelor's , D 
7782,CHARLES SCHWAB & COMPANY INC, D ,138, H ,"120,000", Master's ,79
 , ,   ,   ,   ,   , Bachelor's , H 
 , ,   ,   ,   ,   , Doctorate , D 
4541,NIKE INC, D ,145, H ,"120,050", Master's ,76
 , ,   ,   ,   ,   , Bachelor's ,71
2284,UNIV OF MASSACHUSETTS AMHERST,91,56,147,"70,000", Doctorate ,94
 , ,   ,   ,   ,   , Master's ,28
 , ,   ,   ,   ,   , Bachelor's ,15
 , ,   ,   ,   ,   , Professional Degree ,10
9838,INTONE NETWORKS INC,35,111,146,"90,000", Master's ,118
 , ,   ,   ,   ,   , Bachelor's ,28
8220,CIBER GLOBAL LLC,20,125,145,"97,760", Bachelor's ,80
 , ,   ,   ,   ,   , Master's ,65
1190,DELPHI CORPORATION D B A APTIV,64,80,144,"89,750", Master's ,98
 , ,   ,   ,   ,   , Bachelor's ,29
 , ,   ,   ,   ,   , Doctorate , H 
 , ,   ,   ,   ,   , Professional Degree , D 
3611,WASHINGTON UNIVERSITY IN ST LOUIS,72,71,143,"58,000", Doctorate ,92
 , ,   ,   ,   ,   , Professional Degree ,31
 , ,   ,   ,   ,   , Master's , H 
 , ,   ,   ,   ,   , Bachelor's , D 
1881,NISUM TECHNOLOGIES INC,   ,143,143,"121,077", Bachelor's ,82
 , ,   ,   ,   ,   , Master's ,61
9487,AMDOCS INC,10,132,142,"102,400", Bachelor's ,80
 , ,   ,   ,   ,   , Master's ,62
5440,BANK OF THE WEST,19,122,141,"120,000", Master's ,74
 , ,   ,   ,   ,   , Bachelor's , H 
 , ,   ,   ,   ,   , Doctorate , D 
8852,SYNAPSIS INC, D ,132, H ,"80,912", Master's ,91
 , ,   ,   ,   ,   , Bachelor's ,50
875,XORIANT CORPORATION,21,120,141,"100,000", Bachelor's ,76
 , ,   ,   ,   ,   , Master's ,65
2326,SRS CONSULTING INC, D ,133, H ,"100,000", Bachelor's ,78
 , ,   ,   ,   ,   , Master's ,63
3419,QUEST GLOBAL SERVICES-NA INC,81,60,141,"70,491", Bachelor's ,88
 , ,   ,   ,   ,   , Master's , H 
 , ,   ,   ,   ,   , High School , D 
5086,GRANDISON MANAGEMENT INC,63,76,139,"65,416", Bachelor's ,137
 , ,   ,   ,   ,   , Doctorate , D 
 , ,   ,   ,   ,   , Master's , D 
3594,MASSACHUSETTS INSTITUTE OF TECH,82,57,139,"65,874", Doctorate ,130
 , ,   ,   ,   ,   , Master's , D 
 , ,   ,   ,   ,   , Bachelor's , D 
6261,CIGNITI TECHNOLOGIES INC,18,120,138,"81,999", Bachelor's ,84
 , ,   ,   ,   ,   , Master's ,54
8231,CADENCE DESIGN SYSTEMS INC,46,91,137,"134,035", Master's ,77
 , ,   ,   ,   ,   , Bachelor's ,47
 , ,   ,   ,   ,   , Doctorate ,13
3779,TWITTER INC,17,120,137,"152,000", Master's ,98
 , ,   ,   ,   ,   , Bachelor's ,25
 , ,   ,   ,   ,   , Doctorate ,14
183,ORACLE FINANCIAL SVCS SOFTWARE INC,31,106,137,"99,967", Bachelor's ,98
 , ,   ,   ,   ,   , Master's ,39
2344,CAREMARK LLC,12,124,136,"101,012", Bachelor's ,77
 , ,   ,   ,   ,   , Master's , H 
 , ,   ,   ,   ,   , Professional Degree , D 
153,TRW AUTOMOTIVE INC,24,112,136,"91,500", Master's ,84
 , ,   ,   ,   ,   , Bachelor's ,52
2778,YASH TECHNOLOGIES INC,12,124,136,"77,000", Bachelor's ,79
 , ,   ,   ,   ,   , Master's ,57
4797,LAM RESEARCH CORPORATION,57,78,135,"113,996", Doctorate ,74
 , ,   ,   ,   ,   , Master's ,48
 , ,   ,   ,   ,   , Bachelor's ,13
9960,VERITAS TECHNOLOGIES LLC,34,100,134,"131,846", Master's ,83
 , ,   ,   ,   ,   , Bachelor's , H 
 , ,   ,   ,   ,   , Doctorate , D 
4614,FIS MANAGEMENT SERVICES LLC,28,105,133,"100,000", Bachelor's ,72
 , ,   ,   ,   ,   , Master's ,61
7817,NORTHWESTERN UNIVERSITY,71,62,133,"54,228", Doctorate ,111
 , ,   ,   ,   ,   , Master's ,17
 , ,   ,   ,   ,   , Professional Degree , D 
 , ,   ,   ,   ,   , Bachelor's , D 
9768,DIVERSANT LLC,17,115,132,"113,706", Bachelor's ,76
 , ,   ,   ,   ,   , Master's , H 
 , ,   ,   ,   ,   , Doctorate , D 
1086,RUTGERS THE STATE UNIV OF NJ,58,74,132,"72,528", Doctorate ,113
 , ,   ,   ,   ,   , Master's ,13
 , ,   ,   ,   ,   , Professional Degree , D 
 , ,   ,   ,   ,   , Bachelor's , D 
7241,HSBC BANK USA NA,32,100,132,"117,270", Master's ,67
 , ,   ,   ,   ,   , Bachelor's ,60
 , ,   ,   ,   ,   , Doctorate , D 
 , ,   ,   ,   ,   , Professional Degree , D 
5998,MORGAN STANLEY & CO LLC,63,69,132,"150,000", Master's ,70
 , ,   ,   ,   ,   , Bachelor's ,45
 , ,   ,   ,   ,   , Doctorate , H 
 , ,   ,   ,   ,   , Professional Degree , D 
1922,AECOM TECHNICAL SERVICES INC,51,80,131,"75,000", Master's ,111
 , ,   ,   ,   ,   , Doctorate , H 
 , ,   ,   ,   ,   , Bachelor's , D 
3439,FIDELITY INVESTMENTS,11,120,131,"97,050", Bachelor's ,71
 , ,   ,   ,   ,   , Master's , H 
 , ,   ,   ,   ,   , Doctorate , D 
555,UNIVERSITY OF COLORADO,76,54,130,"68,058", Doctorate ,98
 , ,   ,   ,   ,   , Master's ,25
 , ,   ,   ,   ,   , Professional Degree , D 
 , ,   ,   ,   ,   , Bachelor's , D 
5570,QUALCOMM ATHEROS INC,17,113,130,"128,180", Master's ,99
 , ,   ,   ,   ,   , Bachelor's , H 
 , ,   ,   ,   ,   , Doctorate , D 
2983,EXPRESS SCRIPTS SERVICES CO,18,112,130,"115,000", Master's ,76
 , ,   ,   ,   ,   , Bachelor's ,54
2739,TRANSUNION LLC,14,116,130,"83,985", Master's ,75
 , ,   ,   ,   ,   , Bachelor's , H 
 , ,   ,   ,   ,   , Doctorate , D 
4423,PROFICIENT BUSINESS SYSTEMS INC, D ,126, H ,"82,722", Bachelor's ,67
 , ,   ,   ,   ,   , Master's ,63
6143,UNIV OF CALIFORNIA LOS ANGELES,66,63,129,"78,258", Doctorate ,83
 , ,   ,   ,   ,   , Master's ,21
 , ,   ,   ,   ,   , Professional Degree ,14
 , ,   ,   ,   ,   , Bachelor's ,11
3710,INFORMATICA LLC,38,90,128,"125,000", Master's ,77
 , ,   ,   ,   ,   , Bachelor's ,51
2795,SNAP INC,34,94,128,"160,000", Master's ,96
 , ,   ,   ,   ,   , Bachelor's ,20
 , ,   ,   ,   ,   , Doctorate ,12
1796,UNIVERSITY OF VIRGINIA,64,63,127,"60,000", Doctorate ,81
 , ,   ,   ,   ,   , Master's ,25
 , ,   ,   ,   ,   , Professional Degree , H 
 , ,   ,   ,   ,   , Bachelor's , D 
6067,FIDELITY INVESTMENTS, D ,120, H ,"94,360", Master's ,67
 , ,   ,   ,   ,   , Bachelor's ,60
2622,TEXAS TECH UNIVERSITY,59,67,126,"70,500", Doctorate ,56
 , ,   ,   ,   ,   , Professional Degree ,38
 , ,   ,   ,   ,   , Master's , H 
 , ,   ,   ,   ,   , Bachelor's , D 
5986,THE OHIO STATE UNIVERSITY,67,59,126,"64,674", Doctorate ,86
 , ,   ,   ,   ,   , Professional Degree ,20
 , ,   ,   ,   ,   , Master's , H 
 , ,   ,   ,   ,   , Bachelor's , D 
7129,PINTEREST INC,26,100,126,"163,000", Master's ,89
 , ,   ,   ,   ,   , Bachelor's ,26
 , ,   ,   ,   ,   , Doctorate , H 
 , ,   ,   ,   ,   , Professional Degree , D 
1556,LOGIC PLANET INC, D ,121, H ,"83,815", Master's ,85
 , ,   ,   ,   ,   , Bachelor's ,41
3258,PERFICIENT INC,11,114,125,"110,000", Bachelor's ,64
 , ,   ,   ,   ,   , Master's , H 
 , ,   ,   ,   ,   , Some College , D 
6144,UNIVERSITY OF CALIFORNIA SAN DIEGO,57,67,124,"60,268", Doctorate ,105
 , ,   ,   ,   ,   , Professional Degree ,11
 , ,   ,   ,   ,   , Master's , D 
 , ,   ,   ,   ,   , Bachelor's , D 
6026,IQVIA INC,37,87,124,"97,568", Master's ,88
 , ,   ,   ,   ,   , Bachelor's ,31
 , ,   ,   ,   ,   , Doctorate , D 
 , ,   ,   ,   ,   , Professional Degree , D 
1393,UNIV OF NORTH CAROLINA AT CHAPEL H,57,66,123,"63,000", Doctorate ,101
 , ,   ,   ,   ,   , Professional Degree , H 
 , ,   ,   ,   ,   , Master's , D 
2369,SYSTEMS TECHNOLOGY GROUP INC, D ,120, H ,"95,000", Bachelor's ,87
 , ,   ,   ,   ,   , Master's ,36
2744,CATERPILLAR INC,38,85,123,"98,520", Master's ,103
 , ,   ,   ,   ,   , Bachelor's , H 
 , ,   ,   ,   ,   , Doctorate , D 
5147,ABBVIE INC,46,77,123,"110,000", Master's ,56
 , ,   ,   ,   ,   , Doctorate ,45
 , ,   ,   ,   ,   , Bachelor's , H 
 , ,   ,   ,   ,   , Professional Degree , D 
2796,STRATEGIC RESOURCES INTL INC,51,72,123,"80,000", Master's ,113
 , ,   ,   ,   ,   , Bachelor's , D 
 , ,   ,   ,   ,   , Doctorate , D 
7174,ASURION LLC,24,98,122,"111,557", Master's ,86
 , ,   ,   ,   ,   , Bachelor's , H 
 , ,   ,   ,   ,   , Doctorate , D 
5717,HOWARD HUGHES MEDICAL INSTITUTE,68,54,122,"57,000", Doctorate , H 
 , ,   ,   ,   ,   , Master's , D 
3859,THE CURATORS OF THE UNIV OF MO,68,54,122,"67,062", Doctorate ,69
 , ,   ,   ,   ,   , Professional Degree ,39
 , ,   ,   ,   ,   , Master's ,14
5984,MICHIGAN STATE UNIVERSITY,79,43,122,"70,000", Doctorate ,86
 , ,   ,   ,   ,   , Master's ,24
 , ,   ,   ,   ,   , Bachelor's , D 
 , ,   ,   ,   ,   , Professional Degree , D 
